8.1_316_RHEL-9_Sanity_2025-06-20T14:16:51.144625,tier1-service-apply-spec,Grafana_service_deployment_with_spec_file_0.log,dislike,reason
2025-08-18T07:39:12.282Z,Cephadm_Bootstrap_0logb09866,Cephadm_Bootstrap_0.log,like,
2025-08-18T07:39:12.282Z,Deploy_cluster_using_cephadm_0log41e5cc,Deploy_cluster_using_cephadm_0.log,like,
2025-08-18T07:39:12.282Z,Deploy_cluster_using_cephadm_0log9f294c,Deploy_cluster_using_cephadm_0.log,like,
2025-08-18T07:39:12.282Z,Deploy_cluster_using_cephadm_0log831673,Deploy_cluster_using_cephadm_0.log,like,
2025-08-18T07:39:12.282Z,Cephadm_Bootstrap_with_custom_user_option_0log515e85,Cephadm_Bootstrap_with_custom_user_option_0.log,like,
2025-08-18T07:39:12.282Z,deploy_cluster_0logd4c65b,deploy_cluster_0.log,like,
2025-08-18T07:39:12.282Z,Deploy_cluster_using_cephadm_0log5ba0f4,Deploy_cluster_using_cephadm_0.log,like,
2025-08-18T07:39:12.282Z,cluster_deployment_0log679497,cluster_deployment_0.log,like,
2025-08-18T07:39:12.282Z,deploy_cluster_using_cephadm_0log5b861d,deploy_cluster_using_cephadm_0.log,like,
2025-08-18T07:39:12.282Z,deploy_cluster_0log89473c,deploy_cluster_0.log,like,
2025-08-18T07:39:12.282Z,Deploy_cluster_using_cephadm_0log3a1c42,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T06:57:28.760Z,setup_install_prerequisistes_0logab5f80,setup_install_pre-requisistes_0.log,skip,
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0logfeaf32,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Deploy_cluster_0logaa3a28,Deploy_cluster_0.log,skip,
2025-08-19T06:57:28.760Z,Deploy_cluster_0log60978e,Deploy_cluster_0.log,skip,
2025-08-19T06:57:28.760Z,setup_prerequisites_0log6e44b2,setup_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Bootstrap_a_cluster_along_with_a_spec_file_0loge8e9d9,Bootstrap_a_cluster_along_with_a_spec_file_0.log,skip,
2025-08-19T06:57:28.760Z,setup_install_prerequisistes_0log8db66e,setup_install_pre-requisistes_0.log,skip,
2025-08-19T06:57:28.760Z,Bootstrap_cluster_using_cephadmansible_wrapper_modules_0log6ff773,Bootstrap_cluster_using_cephadm-ansible_wrapper_modules_0.log,like,
2025-08-19T06:57:28.760Z,setup_prerequisites_0log278fab,setup_pre-requisites_0.log,dislike,
2025-08-19T06:57:28.760Z,setup_prerequisites_0log1b175a,setup_pre-requisites_0.log,dislike,Accurate configuration
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0log994ef4,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0logd6db95,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Deploy_cluster_0logabd75d,Deploy_cluster_0.log,skip,
2025-08-19T06:57:28.760Z,setup_install_prerequisistes_0log595516,setup_install_pre-requisistes_0.log,skip,
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0logcd1ebb,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Bootstrap_a_cluster_along_with_a_spec_file_using_class_field_crush_device_class_to_create_osd_0log8d48fc,Bootstrap_a_cluster_along_with_a_spec_file_using_class_field_'crush_device_class'_to_create_osd._0.log,skip,
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0log7b7c71,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Install_ceph_prerequisites_0logbbec66,Install_ceph_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,Setup_prerequisites_0log07e0f5,Setup_pre-requisites_0.log,skip,
2025-08-19T06:57:28.760Z,OSD_service_ops_using_systemctl_0loga406aa,OSD_service_ops_using_systemctl_0.log,skip,
2025-08-19T14:59:37.139Z,Deploy_cluster_using_cephadm_0logaf9ccb,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T14:59:37.139Z,Cephadm_Bootstrap_with_custom_user_option_0log5580fd,Cephadm_Bootstrap_with_custom_user_option_0.log,dislike,More accurate answer
2025-08-19T14:59:37.139Z,deploy_cluster_0log35e5d7,deploy_cluster_0.log,like,
2025-08-19T14:59:37.139Z,cluster_deployment_0log2e4aa9,cluster_deployment_0.log,skip,
2025-08-19T14:59:37.139Z,deploy_cluster_using_cephadm_0logdc48e4,deploy_cluster_using_cephadm_0.log,like,
2025-08-19T14:59:37.140Z,deploy_cluster_0logf4beb2,deploy_cluster_0.log,like,
2025-08-19T14:59:37.140Z,Deploy_cluster_using_cephadm_0log4b7147,Deploy_cluster_using_cephadm_0.log,dislike,No proper analysis
2025-08-19T14:59:37.140Z,Deploy_cluster_using_cephadm_0logf636c0,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T14:59:37.140Z,Deploy_cluster_using_cephadm_0logbd1737,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T14:59:37.140Z,Cephadm_Bootstrap_0log00fb4a,Cephadm_Bootstrap_0.log,like,
2025-08-19T14:59:37.140Z,Deploy_cluster_using_cephadm_0log39d64d,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T15:12:30.935Z,Deploy_cluster_using_cephadm_0log062a82,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T15:12:30.935Z,deploy_cluster_0log9c3334,deploy_cluster_0.log,dislike,Veriry properly
2025-08-19T15:12:30.935Z,deploy_cluster_0log53fb64,deploy_cluster_0.log,like,
2025-08-19T15:12:30.935Z,Deploy_cluster_using_cephadm_0logb66251,Deploy_cluster_using_cephadm_0.log,dislike,
2025-08-19T15:12:30.935Z,Deploy_cluster_using_cephadm_0log78632d,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T15:12:30.935Z,Cephadm_Bootstrap_0logba0a3a,Cephadm_Bootstrap_0.log,like,
2025-08-19T15:12:30.935Z,Deploy_cluster_using_cephadm_0logd4392f,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T15:12:30.935Z,cluster_deployment_0logca43ea,cluster_deployment_0.log,skip,
2025-08-19T15:12:30.935Z,deploy_cluster_using_cephadm_0log61c5a9,deploy_cluster_using_cephadm_0.log,like,
2025-08-19T15:12:30.935Z,Cephadm_Bootstrap_with_custom_user_option_0log7e846d,Cephadm_Bootstrap_with_custom_user_option_0.log,skip,
2025-08-19T15:12:30.935Z,Deploy_cluster_using_cephadm_0log2104ba,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T16:21:52.371Z,Deploy_cluster_using_cephadm_0log61fb8a,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T16:21:52.371Z,Deploy_cluster_using_cephadm_0log580803,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T16:21:52.371Z,cluster_deployment_0log537107,cluster_deployment_0.log,skip,
2025-08-19T16:21:52.371Z,deploy_cluster_0log218b65,deploy_cluster_0.log,skip,
2025-08-19T16:21:52.371Z,Cephadm_Bootstrap_0log692469,Cephadm_Bootstrap_0.log,like,
2025-08-19T16:21:52.371Z,Deploy_cluster_using_cephadm_0log9c6097,Deploy_cluster_using_cephadm_0.log,dislike,
2025-08-19T16:21:52.371Z,Cephadm_Bootstrap_with_custom_user_option_0logfa1b1f,Cephadm_Bootstrap_with_custom_user_option_0.log,like,
2025-08-19T16:21:52.371Z,Deploy_cluster_using_cephadm_0log6d4857,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T16:21:52.371Z,deploy_cluster_0logfe593a,deploy_cluster_0.log,like,
2025-08-19T16:21:52.371Z,deploy_cluster_using_cephadm_0log336d54,deploy_cluster_using_cephadm_0.log,like,
2025-08-19T16:21:52.371Z,Deploy_cluster_using_cephadm_0log71c489,Deploy_cluster_using_cephadm_0.log,like,
2025-08-19T18:45:44.285Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T18:45:44.286Z,,,,
2025-08-19T19:02:33.222Z,deploy_cluster_using_cephadm_0logbc3e34,deploy_cluster_using_cephadm_0.log,like,
2025-08-19T19:02:33.222Z,Deploy_cluster_using_cephadm_0logf0e346,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T19:02:33.222Z,Deploy_cluster_using_cephadm_0log2eb4c7,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T19:02:33.222Z,Deploy_cluster_using_cephadm_0logfeba54,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T19:02:33.222Z,Deploy_cluster_using_cephadm_0log2f12da,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T19:02:33.222Z,Cephadm_Bootstrap_0logc07a5a,Cephadm_Bootstrap_0.log,skip,
2025-08-19T19:02:33.222Z,cluster_deployment_0logfec618,cluster_deployment_0.log,skip,
2025-08-19T19:02:33.222Z,Deploy_cluster_using_cephadm_0loga97fb0,Deploy_cluster_using_cephadm_0.log,skip,
2025-08-19T19:02:33.222Z,deploy_cluster_0log2c6e59,deploy_cluster_0.log,skip,
2025-08-19T19:02:33.222Z,Cephadm_Bootstrap_with_custom_user_option_0logb787e1,Cephadm_Bootstrap_with_custom_user_option_0.log,skip,
2025-08-19T19:02:33.222Z,deploy_cluster_0log4dd488,deploy_cluster_0.log,skip,
